valid_loss,valid_auc,valid_acc,valid_f1,epoch,step,train_loss,test_loss,test_auc,test_acc,test_f1
0.6286881566047668,0.8596700823534289,0.7881792939309797,0.7701766798256204,0,7,,,,,
0.5569732785224915,0.8890284464401267,0.8054343514478381,0.7776629857220969,1,15,,,,,
0.47811469435691833,0.8947930979441605,0.810591035303451,0.7881324436578984,2,23,,,,,
0.44155529141426086,0.9011963196409568,0.8151527171757239,0.7860473389286697,3,31,,,,,
0.4079381227493286,0.9034164806284279,0.8209044030146767,0.8017140192374228,4,39,,,,,
0.4037805199623108,0.9001739801129897,0.8177310591035304,0.8013321620326164,5,47,,,,,
,,,,6,49,0.45274513959884644,,,,
0.39821380376815796,0.9039388044101718,0.8222927409758033,0.8113591854143911,6,55,,,,,
0.39745959639549255,0.9012161466499946,0.8157477191590639,0.801227903602201,7,63,,,,,
0.39149659872055054,0.9060016425304049,0.8260610868702896,0.8131464872656169,8,71,,,,,
0.3912486433982849,0.9057527237791334,0.8232844109480365,0.8117669095304316,9,79,,,,,
0.3931084871292114,0.903148910779896,0.817334391114637,0.804806080229545,10,87,,,,,
0.3864084780216217,0.9068597828953064,0.8238794129313765,0.8098686370885466,11,95,,,,,
,,,,12,99,0.43443357944488525,,,,
0.3889164924621582,0.9052920921734993,0.8201110670368901,0.8074387564386041,12,103,,,,,
0.38763293623924255,0.906439562807463,0.8236810789369298,0.812289848375848,13,111,,,,,
0.3855852484703064,0.9074973284228901,0.8250694168980564,0.8113708163819564,14,119,,,,,
0.384673148393631,0.9083567714199232,0.8268544228480762,0.8138129670346828,15,127,,,,,
0.38350844383239746,0.909147960307923,0.8278460928203094,0.8120365937835958,16,135,,,,,
0.3818156123161316,0.9097696066082079,0.8276477588258627,0.8129897482893207,17,143,,,,,
,,,,18,149,0.4316142201423645,,,,
0.38320547342300415,0.9091422228381597,0.8248710829036097,0.8133494399126684,18,151,,,,,
0.3838493525981903,0.9087536445776464,0.8250694168980564,0.811331382025468,19,159,,,,,
0.38178420066833496,0.9094019143071946,0.8256644188813963,0.8120690718410861,20,167,,,,,
0.3818225860595703,0.9103381269679339,0.8278460928203094,0.8127990539889262,21,175,,,,,
0.38155972957611084,0.9092501745545342,0.8272510908369695,0.8144081350216257,22,183,,,,,
0.37920162081718445,0.9105338992837789,0.8282427608092027,0.8153656634708181,23,191,,,,,
,,,,24,199,0.44281747937202454,,,,
0.3807625472545624,0.9103434137304248,0.8282427608092027,0.8122265791018972,24,199,,,,,
0.3801926374435425,0.9110326427765681,0.8254660848869496,0.8108772517975217,25,207,,,,,
0.38401103019714355,0.908217359920749,0.8222927409758033,0.811711205995816,26,215,,,,,
0.378659725189209,0.9113780300659574,0.8276477588258627,0.8142308852359909,27,223,,,,,
0.379792183637619,0.9105535846027057,0.8232844109480365,0.811598041701038,28,231,,,,,
0.37961310148239136,0.9108340480483246,0.8250694168980564,0.8128824371648322,29,239,,,,,
0.3778917193412781,0.9122195734113684,0.8268544228480762,0.814602213420714,30,247,,,,,
,,,,31,249,0.42729464173316956,,,,
0.3804073631763458,0.91119758858738,0.8260610868702896,0.8104464720040189,31,255,,,,,
0.3786495625972748,0.9115215269506322,0.8270527568425228,0.8126007427660249,32,263,,,,,
0.3784961998462677,0.9112494979198142,0.8270527568425228,0.8151128495837319,33,271,,,,,
0.3788388967514038,0.911012951647723,0.8260610868702896,0.8121500493105985,34,279,,,,,
0.3792363703250885,0.9116894968942605,0.8270527568425228,0.810690227928369,35,287,,,,,
0.37720733880996704,0.9119885337242938,0.8266560888536295,0.8143094546965027,36,295,,,,,
