valid_loss,epoch,step,train_loss,test_loss,test_metric,test_roc,test_acc,test_f1
0.6881316304206848,0,5,,,,,,
0.6908825039863586,1,11,,,,,,
0.6615533232688904,2,17,,,,,,
0.6726723909378052,3,23,,,,,,
0.6347678899765015,4,29,,,,,,
0.6096739172935486,5,35,,,,,,
0.6024760603904724,6,41,,,,,,
0.5903099775314331,7,47,,,,,,
,8,49,0.6178895235061646,,,,,
0.5953444838523865,8,53,,,,,,
0.5897704362869263,9,59,,,,,,
0.5433288812637329,10,65,,,,,,
0.5363484025001526,11,71,,,,,,
0.5407400131225586,12,77,,,,,,
0.4750877022743225,13,83,,,,,,
0.4724772274494171,14,89,,,,,,
0.4568463861942291,15,95,,,,,,
,16,99,0.5144397020339966,,,,,
0.45064228773117065,16,101,,,,,,
0.4248671233654022,17,107,,,,,,
0.4315605163574219,18,113,,,,,,
0.4288836419582367,19,119,,,,,,
0.41077926754951477,20,125,,,,,,
0.47281232476234436,21,131,,,,,,
0.39858612418174744,22,137,,,,,,
0.3966250717639923,23,143,,,,,,
,24,149,0.46851640939712524,,,,,
0.449473112821579,24,149,,,,,,
0.4101666212081909,25,155,,,,,,
0.4461917579174042,26,161,,,,,,
0.39024484157562256,27,167,,,,,,
0.429423063993454,28,173,,,,,,
0.39263981580734253,29,179,,,,,,
,30,180,,0.39263981580734253,0.8437018971787438,0.8437018971787438,0.8402180149168101,0.4884802139125555
,30,180,,0.4222518801689148,0.828913524680632,0.828913524680632,0.8158875824490966,0.4799949596336175
